TF_A,TF_B,Signal_C,Kinase_D,Cytokine_E,Apoptosis_F,Metabolism_G,Stress_H,Proliferation_I,Inflammation_J,Housekeeping_K,Noise_L
1.5493685002622748,1.0474389501699382,1.5217104273539,1.840246611780217,2.0698370684725176,-1.9999727771492835,0.8471085190104218,1.5993785678462011,1.1473587438742994,1.7586618807388428,-0.8350350329096561,0.2977458043428678
1.3139300847123716,1.3164029254004783,1.2278494536777846,0.43619056723919625,1.3559335913657997,-1.6727990695271355,1.6573190238992512,1.2753747856243316,1.1862073195887437,0.715138794306906,-0.3504461498313809,-0.01945512538333042
-0.7887562745198712,-1.1600392138101792,-0.8948198264953321,-0.34477542633321545,-0.22977075155305882,0.4192526024482585,-0.9712575090648695,-0.7526232645876253,-0.0458192744821332,-0.878864673972978,-0.5862524057104102,0.100416544718663
1.9852703811622727,1.1823893126759217,1.138069489820044,2.085981632404698,1.8244812553268863,-2.3671546029894004,0.9900473552458224,1.5505705961007639,-0.02506354483156424,0.583569555187825,1.3398305227674125,-2.5392215479690994
1.2071102521253714,1.1250820698632578,1.1022021041132692,0.4834825714062847,1.0086572840641916,-1.482978124995361,0.7719203486920259,0.5681222533524268,1.2206990483656364,2.1077915619959433,0.7283115548884764,-0.03894820666486949
-0.48437077347905083,1.6468696811360897,1.4860572662048945,1.3753138066587474,-0.22703028840875492,0.8916197794135848,0.9403891183761911,-0.12854075696940845,0.5029669996652449,0.8018527177538273,1.535520390447167,0.13569400198407688
-0.4974710321858866,0.1007233997707283,0.7660538296201626,0.7831649817884102,-0.09531424263950627,-0.6113637820887524,0.7343713319182381,-0.2923846192417953,0.4197054283365278,0.4599927546645366,0.63469871604524,-1.0662027892752222
-0.6379795859759115,-1.7710797894230939,-1.299673983394666,-1.676203116284409,-0.6604557476172608,0.28388087871405215,-1.1780734337924457,-1.4807229124706542,-0.5390866792835358,-0.33287277724256226,-0.7437448045025031,1.5552133019238628
0.9306038708909453,0.6588758131389855,1.0590441929434105,0.8802348991673964,1.307894718967312,-0.4701632796122066,1.7976366884576898,1.3801879596870574,1.1297643970378763,0.9304751310588074,0.18797505545381926,-0.6295271710547535
0.7842302065144758,-0.054347745719318004,-0.03305894309736602,-0.37904730425020733,0.6656114808313484,-1.3391343203873598,0.1699109188289384,0.9338437693442408,0.5044586832047715,0.5661128395415872,-0.7192080761702843,-0.9178523619946672
-0.4205538418330683,-2.6646570407938786,-1.568471855785861,-1.0863415571454242,-0.7754221334367373,0.892738380947823,-0.3837468947988717,-0.7504201638937771,-0.19421111225082907,-1.3938750195740754,0.47006784637884624,0.005534284926300156
0.008753588535863315,-0.7160996213231798,-1.266728639382778,-1.3596923381386354,-0.7818511997719804,1.273462974481213,-0.6776905463593693,-0.650464703962369,-1.0502840112199578,0.24940299332392066,0.5412706347961386,-1.312773899084474
-0.9120418026622013,-0.14364961859022374,-0.7873783939362274,-0.5278120933390632,-1.2812757361274048,1.2608359411701218,-0.955788687560404,-1.212649591707446,-0.030453438787441663,1.137915644755301,1.1041161815573226,-1.3738381320734667
-0.5255058822959388,0.8455425826139409,0.4471227864086147,0.2418333197649374,-0.2813437040084135,0.690129837338047,-0.1612942737904381,-0.2673138058324208,0.8522507236025808,0.6846043183838177,-1.0578414094874062,0.18764922039602602
-1.1490812512196127,-1.9040000598468396,-2.083308350411553,-2.429225164266615,-1.7107080132021057,1.2851567653016478,-1.3940164895395988,-1.1133072915533608,-1.7629839425961404,-1.2273887943029573,0.6711087112653542,-1.4048926986720327
0.3467986316031627,0.45828912190034865,0.2347182866832136,-0.07007837214321258,0.43941066602490436,-0.8719888982921127,0.3214951481749643,0.3574727991513885,0.287277911804254,-0.9701972172679779,0.8065364999432132,-0.6082991325420027
-1.3588553978092388,0.43684565963300037,-0.023010844598703298,-0.2868533277714106,-1.1655798816818284,1.0850600484625366,-1.3428997175311168,-0.7850705920630378,0.485208460496745,-0.34824156015403196,1.1160990144554952,-0.5412543003737433
0.22833629239615433,-0.5865039817028426,-1.3045478656150598,-1.1962110226792397,-0.47147371260194687,0.1874737727923796,-1.30095519099337,-1.120842355462567,-0.9296379045489235,-0.0012146575429435845,1.2383202570099223,-0.06797417314490749
1.8715307019749896,1.2126680645591408,0.7672096512196508,-0.9229529185050867,1.2065428369249487,-0.972598281842605,0.8093266747384468,0.8558397221515649,-0.08625915072695729,0.9008367576194177,0.5191666839797667,1.0731265661657274
-0.5063677148070754,-2.329915095638598,-2.1647067072647816,-0.8649951382211566,-0.6855362071731008,0.25755250197199203,-1.2978274230599351,-0.8363537494462518,-1.8996547341214438,-0.04290307259285812,-0.6685116331991585,0.557365734383665
0.08066434918944626,-0.24507849482946564,-0.3677668670702084,-0.6423474268344141,-0.12470721054683591,0.08087854826488765,-0.0042428908628391986,-1.1049288139638256,-1.779377685140222,-1.0162206175770114,0.3435735775169479,-0.5920413628955519
0.2908090803568505,0.3962206512476155,0.7304936588139138,0.6245014486510688,0.860840644548272,-0.5258342667392014,1.0263627585492658,0.41200906965075723,-0.08743873735209284,0.39858497804485243,-1.7816968026832305,0.35053322617498434
-0.6189640480670068,-0.3402219965614273,-0.6495475639065703,-0.2691794412080843,-0.37928556135498226,0.3448458832968604,0.4776095069291774,0.02947320503386282,-0.12176030828060201,0.3136310034767991,1.300513183199701,-0.8140872971638546
0.7715481889146495,0.519641243576053,-0.004669738855953085,0.8360123249209143,0.28954658976150444,-0.19294298865190648,-0.46704834850687565,0.011494816409960478,-0.6027172815279027,0.11721158311163823,-0.37877694152519575,1.1319813136592791
-0.6352133698063698,-1.055579916234135,-0.3481368352977955,-0.2511425035131019,-0.8924807516226225,0.6512213536457795,-0.3238106688243656,-0.5519144585827117,-0.6411751668567783,-0.8387831704832649,0.21473912938282788,0.7840540171969562
-0.28584210920906233,-0.5525966446160172,-0.7380562225270424,-0.8816114603361813,-0.709497553073205,-0.03551132126494373,-1.3904866004870757,-0.5093121703995471,0.8503143488809942,-0.06303377826364036,0.6105245778826793,-1.060960714905475
2.8713500190539945,2.6941169451207316,1.8667614805814716,1.4166610932305597,3.3622595001345554,-1.8831094303700575,0.839038923036253,2.597318039221039,1.2600704489911063,2.9330634752432716,-0.006302794466903312,-0.5120248032177094
0.14188860118861119,0.7286832511150445,0.6530080765304714,0.8056571936173994,0.317160577576052,-0.9785388352848646,0.8046846951489107,-0.14138284533907589,-1.3052732355310854,0.9018266601812012,-0.8334165296799643,1.2792879701071553
-1.2950994209496611,-1.5884919451576347,-1.926479217500275,-1.8225018908034185,-1.7281155854456502,1.5807918172709126,-1.9690137455808352,-2.5709561338908338,-0.5100802407271783,-0.9783399293744288,0.1758644741701093,0.6298935883551376
-1.0357939643753618,-1.9818601956451838,-2.1039694728936116,-1.6319110739862424,-1.79561279981257,1.4857016321216499,-1.5329136612848324,-2.313460029026452,-1.1384666910193322,-1.7402587595398908,-0.732761729452117,0.5682441632445161
2.421274858129494,1.110522147220772,1.7213515625665026,1.8762170646734162,1.3707194902329747,-1.6425808667033834,1.9693128179762116,1.3954140484038173,0.6774281790463109,2.1053911302073334,-0.11931376800924234,-0.261768211816721
0.04163674241069895,0.038421658109272096,0.11357851066124984,0.14028043047212876,0.6147206156478232,0.4232939970056004,0.1685150457324266,1.3733757608577444,0.03131654324643344,0.10745814798442693,0.6949402983531479,-0.23181604596151173
-0.5407903918935553,0.7358464154690899,0.41773529353685757,0.3112134682654938,-0.037218437745989305,0.26321980857788596,0.015496402215062257,-0.0037847785492543928,-1.0931650022608312,-0.05899134148754765,0.044399543791831954,-1.0636283014939423
-0.584936751038438,-0.24327012411133503,-0.22079352001844274,-0.5739942233199623,-0.5758062568835425,0.5464645115879072,1.536399850877666,-0.04150540272757189,0.13810383734847706,-0.7674644697539774,-1.7915765865044007,-1.2381507129442617
1.1140913931833303,1.9241188374869904,2.7009570785389694,2.547522734604889,1.6973803166017625,-2.098136918497923,2.6710849608130816,1.8665146154608356,2.052396304716899,2.258483077755499,0.5749284270877824,1.0632052701020396
-0.03989229371306586,0.34886436248958125,0.1626597680511364,-0.20281541519400398,-0.30280987158320494,0.3770627771210413,0.2033790419613312,0.16711711151635908,0.9411408992583764,0.46390728575518597,-0.9769094902748053,0.4873019189732305
0.9123244842204118,0.0004415698735824661,0.3358397852775107,0.46617907365783007,0.9957130245447644,-0.21793330486695642,-1.2309417631009534,1.5705594455348049,2.3720317537779714,-0.09598906156442902,-0.575931255798006,0.3789624052901639
-1.9042632418276126,-1.0512659010612937,-1.261564888575685,-2.167302621806436,-2.4600776890792715,2.014772701008115,-1.4749715003232526,-1.7676998314211412,-1.9172955857366836,-1.2089713532452637,1.197450861381424,2.0067784514088984
1.7728559756703108,0.732081324998098,1.3767959992092593,1.2371391507387581,1.486619231185188,-1.3584814335385302,1.0367201438377773,0.9761107402856202,0.5131076086444288,1.2071664604638268,-0.14879966510406517,2.091015555950009
-0.8247842582523509,0.04966847534867634,-0.3444730188577352,0.041722035817096395,-0.009028790179227858,-0.28722067046099514,-0.2114912174076597,0.01694267166201436,-0.5232534716150139,-0.3955836007402854,1.2602406169169833,1.0173680913173697
0.49440897131945427,0.5481705809665152,1.1562000682388824,0.888650054501293,0.0816432664569427,0.3343875190948139,0.2638988787097699,0.9132175734650226,0.259988913612534,-0.46360936168798994,-0.16295839280211302,-1.9176094604562404
